blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
5110,Room 1,3279.54,3607.5,5.24,58
5110,Room 2,1685.57,1854.12,3.75,42
5110,Room 3,3950.79,4345.87,5.75,63
5110,Room 4,492.91,542.2,2.03,23
5110,Room 5,1534.93,1688.43,3.58,40
5110,Room 6,133.57,146.93,1.06,12
5110,Room 7,1449.2,1594.12,3.48,39
5110,Room 8,2635.96,2899.55,4.69,52
5110,Room 9,965.61,1062.17,2.84,32
5110,Room 10,1583.19,1741.51,3.64,40
5110,Room 11,1050.73,1155.8,2.96,33
5110,Room 12,653.3,718.63,2.34,26
5110,Room 13,1166.84,1283.52,3.12,35
5110,Room 14,4114.08,4525.49,5.86,65
5110,Room 16,45.95,50.55,0.62,7
5110,TOTAL,24742.19,27216.41,50.97,567
