blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
12853,Room 1,4244.79,4669.27,5.96,66
12853,Room 2,796.99,876.69,2.58,29
12853,Room 3,3892.53,4281.78,5.7,63
12853,Room 4,599.36,659.3,2.24,25
12853,Room 5,737.88,811.67,2.48,28
12853,Room 6,209.77,230.75,1.32,15
12853,Room 7,842.9,927.19,2.65,30
12853,Room 8,923.61,1015.98,2.78,31
12853,Room 9,1393.89,1533.28,3.41,38
12853,Room 10,1354.84,1490.32,3.37,37
12853,Room 11,1284.24,1412.66,3.28,36
12853,TOTAL,16280.81,17908.89,35.78,398
