blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
1138,Room 1,1086.58,1195.24,3.01,33
1138,Room 2,1684.77,1853.24,3.75,42
1138,Room 3,434.63,478.09,1.91,21
1138,Room 4,1405.22,1545.75,3.43,38
1138,Room 7,1763.72,1940.09,3.84,42
1138,Room 8,1288.36,1417.2,3.28,36
1138,Room 9,38.71,42.58,0.57,7
1138,Room 12,129.56,142.51,1.04,12
1138,Room 15,242.99,267.29,1.43,16
1138,Room 16,1216.22,1337.84,3.19,35
1138,Room 17,139.5,153.45,1.08,12
1138,Room 18,820.73,902.8,2.62,29
1138,Room 19,397.98,437.78,1.82,20
1138,Room 21,564.9,621.39,2.17,24
1138,TOTAL,11213.86,12335.25,33.14,367
