blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
11589,Room 1,2617.02,2878.73,4.68,52
11589,Room 2,2956.25,3251.87,4.97,55
11589,Room 3,1954.84,2150.32,4.04,45
11589,Room 4,3202.23,3522.45,5.17,57
11589,Room 5,2119.68,2331.64,4.21,47
11589,Room 6,3805.06,4185.56,5.64,62
11589,Room 7,7058.47,7764.32,7.68,85
11589,Room 8,1095.41,1204.95,3.03,34
11589,Room 9,1438.44,1582.29,3.47,38
11589,Room 10,1253.44,1378.78,3.24,36
11589,Room 11,3190.1,3509.11,5.16,57
11589,Room 12,383.54,421.9,1.79,20
11589,TOTAL,31074.48,34181.92,53.08,588
