blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
1203,Room 1,3762.87,4139.15,5.61,62
1203,Room 2,2634.26,2897.69,4.69,52
1203,Room 3,5626.88,6189.56,6.86,76
1203,Room 4,2963.65,3260.02,4.98,55
1203,Room 5,1536.52,1690.18,3.58,40
1203,Room 6,2085.73,2294.3,4.18,46
1203,Room 7,380.68,418.75,1.78,20
1203,Room 8,1279.13,1407.04,3.27,36
1203,Room 9,1601.62,1761.78,3.66,41
1203,Room 10,754.92,830.42,2.51,28
1203,Room 11,2815.06,3096.56,4.85,54
1203,Room 12,113.13,124.45,0.97,11
1203,Room 13,1982.93,2181.23,4.07,45
1203,Room 14,1174.43,1291.87,3.13,35
1203,Room 15,1684.04,1852.44,3.75,42
1203,Room 16,685.08,753.59,2.39,27
1203,TOTAL,31080.93,34189.02,60.29,670
