blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
5509,Room 1,2084.77,2293.25,4.17,46
5509,Room 2,890.6,979.66,2.73,30
5509,Room 3,2782.63,3060.89,4.82,53
5509,Room 4,847.32,932.05,2.66,30
5509,Room 5,3304.13,3634.54,5.26,58
5509,Room 6,6651.98,7317.17,7.46,82
5509,Room 7,1266.09,1392.69,3.25,36
5509,Room 8,5241.18,5765.3,6.62,73
5509,Room 9,1798.35,1978.19,3.88,43
5509,Room 10,1738.43,1912.28,3.81,42
5509,Room 11,1248.59,1373.45,3.23,36
5509,Room 12,1219.58,1341.54,3.19,35
5509,TOTAL,29073.65,31981.02,51.08,564
