blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
7520,Room 1,2209.29,2430.21,4.3,48
7520,Room 2,882.55,970.8,2.72,30
7520,Room 3,645.24,709.76,2.32,26
7520,Room 4,911.37,1002.5,2.76,31
7520,Room 5,2165.28,2381.81,4.25,47
7520,Room 6,1273.43,1400.77,3.26,36
7520,Room 7,760.77,836.84,2.52,28
7520,Room 8,724.87,797.35,2.46,27
7520,Room 9,1707.15,1877.86,3.78,42
7520,Room 10,1807.54,1988.29,3.89,43
7520,Room 11,1039.55,1143.5,2.95,33
7520,Room 12,1214.95,1336.45,3.19,35
7520,Room 13,793.96,873.36,2.58,29
7520,Room 14,87.04,95.74,0.85,10
7520,Room 15,127.15,139.87,1.03,12
7520,Room 16,332.06,365.26,1.67,19
7520,TOTAL,16682.18,18350.4,44.52,496
