blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
8178,Room 1,1184.48,1302.93,3.15,35
8178,Room 3,662.13,728.35,2.35,26
8178,Room 4,918.58,1010.44,2.77,31
8178,Room 5,1308.32,1439.16,3.31,37
8178,Room 6,691.56,760.71,2.4,27
8178,Room 7,100.5,110.55,0.92,11
8178,Room 8,2077.86,2285.65,4.17,46
8178,Room 9,302.27,332.5,1.59,18
8178,Room 10,3189.47,3508.41,5.16,57
8178,Room 11,624.51,686.96,2.28,25
8178,Room 12,109.65,120.61,0.96,11
8178,Room 13,592.64,651.9,2.23,25
8178,Room 14,1084.77,1193.25,3.01,33
8178,Room 15,59.59,65.55,0.71,8
8178,Room 16,2882.69,3170.96,4.91,54
8178,Room 17,391.98,431.18,1.81,20
8178,Room 18,1424.62,1567.08,3.45,38
8178,Room 20,69.98,76.98,0.76,9
8178,Room 21,97.3,107.03,0.9,10
8178,TOTAL,17772.9,19550.19,46.84,521
