blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
5012,Room 1,474.95,522.44,1.99,22
5012,Room 2,2564.86,2821.34,4.63,51
5012,Room 3,1732.86,1906.15,3.81,42
5012,Room 4,5129.15,5642.06,6.55,72
5012,Room 5,1994.51,2193.96,4.08,45
5012,Room 6,6488.65,7137.52,7.36,81
5012,Room 7,1401.47,1541.62,3.42,38
5012,Room 8,2316.73,2548.41,4.4,49
5012,Room 9,1617.89,1779.68,3.68,41
5012,Room 10,1328.56,1461.41,3.33,37
5012,Room 11,1027.37,1130.1,2.93,33
5012,Room 12,1565.45,1721.99,3.62,40
5012,Room 13,2747.34,3022.08,4.79,53
5012,Room 14,828.45,911.29,2.63,29
5012,Room 15,2167.91,2384.7,4.26,47
5012,Room 16,1346.59,1481.25,3.36,37
5012,Room 17,3342.0,3676.2,5.29,58
5012,Room 18,3717.46,4089.2,5.57,61
5012,Room 19,4572.2,5029.42,6.18,68
5012,TOTAL,46364.4,51000.84,81.88,904
