blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
14323,Room 1,1490.27,1639.3,3.53,39
14323,Room 2,1173.09,1290.4,3.13,35
14323,Room 3,2473.8,2721.18,4.55,50
14323,Room 4,235.34,258.88,1.4,16
14323,Room 5,1989.6,2188.56,4.08,45
14323,Room 6,304.1,334.51,1.59,18
14323,Room 7,1523.69,1676.06,3.57,40
14323,Room 8,839.52,923.47,2.65,29
14323,Room 9,85.58,94.13,0.85,10
14323,Room 11,1390.09,1529.09,3.41,38
14323,Room 12,898.92,988.82,2.74,30
14323,Room 13,1724.4,1896.84,3.8,42
14323,TOTAL,14128.4,15541.25,35.29,392
