blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
7009,Room 1,401.2,441.32,1.83,21
7009,Room 2,2733.46,3006.81,4.78,53
7009,Room 3,60.71,66.78,0.71,8
7009,Room 4,2310.54,2541.59,4.39,49
7009,Room 5,2127.98,2340.78,4.22,47
7009,Room 6,1310.63,1441.7,3.31,37
7009,Room 7,632.74,696.01,2.3,26
7009,Room 8,414.65,456.12,1.86,21
7009,Room 9,2073.21,2280.54,4.16,46
7009,Room 10,561.62,617.78,2.17,24
7009,Room 11,1097.07,1206.78,3.03,34
7009,Room 12,544.99,599.49,2.13,24
7009,TOTAL,14268.81,15695.7,34.9,390
