blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
5774,Room 1,1222.32,1344.55,3.2,35
5774,Room 2,1166.51,1283.16,3.12,35
5774,Room 3,68.63,75.49,0.76,9
5774,Room 4,289.6,318.56,1.56,18
5774,Room 5,2498.5,2748.35,4.57,50
5774,Room 6,927.52,1020.27,2.78,31
5774,Room 7,1050.98,1156.08,2.96,33
5774,Room 8,74.34,81.77,0.79,9
5774,Room 9,1511.12,1662.23,3.55,39
5774,Room 10,438.58,482.44,1.91,21
5774,Room 11,1319.13,1451.04,3.32,37
5774,Room 12,839.66,923.63,2.65,29
5774,Room 13,1704.79,1875.27,3.78,42
5774,Room 14,501.94,552.14,2.05,23
5774,Room 15,1785.64,1964.2,3.86,43
5774,Room 16,1177.31,1295.04,3.14,35
5774,Room 17,328.4,361.24,1.66,19
5774,Room 18,45.28,49.81,0.62,7
5774,Room 19,255.98,281.58,1.46,16
5774,TOTAL,17206.23,18926.86,47.74,531
