blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
6079,Room 1,1463.04,1609.34,3.5,39
6079,Room 2,1273.03,1400.33,3.26,36
6079,Room 3,1116.34,1227.97,3.05,34
6079,Room 4,4548.24,5003.06,6.17,68
6079,Room 5,1291.27,1420.4,3.29,36
6079,Room 6,854.19,939.61,2.67,30
6079,Room 7,1147.35,1262.09,3.1,34
6079,Room 8,929.07,1021.97,2.79,31
6079,Room 9,575.15,632.66,2.19,24
6079,Room 10,1491.23,1640.36,3.53,39
6079,Room 11,17.62,19.39,0.38,5
6079,Room 12,1461.08,1607.19,3.49,39
6079,Room 14,47.09,51.8,0.63,7
6079,TOTAL,16214.7,17836.17,38.05,422
