blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
6694,Room 1,4813.45,5294.79,6.34,70
6694,Room 2,1096.98,1206.68,3.03,34
6694,Room 3,3394.48,3733.93,5.33,59
6694,Room 4,2497.44,2747.19,4.57,50
6694,Room 5,1003.69,1104.06,2.9,32
6694,Room 6,1129.98,1242.97,3.07,34
6694,Room 7,4122.55,4534.81,5.87,65
6694,Room 8,1855.13,2040.64,3.94,44
6694,Room 9,1392.6,1531.86,3.41,38
6694,Room 10,1543.76,1698.13,3.59,40
6694,Room 11,6969.11,7666.03,7.63,84
6694,Room 12,411.98,453.17,1.86,21
6694,Room 13,859.25,945.17,2.68,30
6694,Room 14,1519.72,1671.69,3.56,39
6694,TOTAL,32610.12,35871.13,57.78,640
