blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
4002,Room 1,1877.77,2065.55,3.96,44
4002,Room 2,1574.51,1731.96,3.63,40
4002,Room 3,5122.46,5634.71,6.54,72
4002,Room 4,2180.64,2398.7,4.27,47
4002,Room 5,1180.65,1298.72,3.14,35
4002,Room 6,2378.98,2616.88,4.46,49
4002,Room 7,1338.79,1472.67,3.35,37
4002,Room 8,3424.49,3766.94,5.35,59
4002,Room 9,2234.89,2458.38,4.32,48
4002,Room 10,2271.86,2499.04,4.36,48
4002,Room 12,481.85,530.03,2.01,22
4002,Room 13,287.69,316.45,1.55,17
4002,TOTAL,24354.58,26790.04,46.94,518
