blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
1146,Room 1,2032.04,2235.25,4.12,46
1146,Room 2,969.71,1066.68,2.85,32
1146,Room 3,2804.33,3084.77,4.84,53
1146,Room 4,1313.15,1444.47,3.31,37
1146,Room 5,3916.6,4308.26,5.72,63
1146,Room 6,500.83,550.92,2.05,23
1146,Room 7,1867.94,2054.74,3.95,44
1146,Room 8,1403.3,1543.63,3.42,38
1146,Room 9,2143.35,2357.69,4.23,47
1146,Room 10,1012.23,1113.45,2.91,32
1146,Room 11,101.4,111.54,0.92,11
1146,Room 12,102.63,112.9,0.93,11
1146,Room 13,277.38,305.12,1.52,17
1146,TOTAL,18444.91,20289.4,40.78,454
