blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
12286,Room 1,3616.64,3978.3,5.5,61
12286,Room 2,1153.39,1268.73,3.11,34
12286,Room 3,1863.84,2050.22,3.95,44
12286,Room 4,1138.97,1252.87,3.09,34
12286,Room 5,1730.41,1903.45,3.8,42
12286,Room 6,2108.63,2319.49,4.2,46
12286,Room 7,1336.15,1469.76,3.34,37
12286,Room 8,1026.77,1129.45,2.93,33
12286,Room 9,1664.14,1830.56,3.73,41
12286,Room 10,2174.84,2392.32,4.26,47
12286,Room 11,1283.25,1411.57,3.28,36
12286,Room 13,39.99,43.99,0.58,7
12286,TOTAL,19137.02,21050.72,41.76,462
