blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
9775,Room 1,1390.42,1529.46,3.41,38
9775,Room 2,3633.15,3996.46,5.51,61
9775,Room 3,1345.33,1479.87,3.35,37
9775,Room 4,315.04,346.55,1.62,18
9775,Room 5,2351.49,2586.64,4.43,49
9775,Room 6,365.41,401.95,1.75,20
9775,Room 7,462.66,508.93,1.97,22
9775,Room 8,991.67,1090.84,2.88,32
9775,Room 9,1216.96,1338.65,3.19,35
9775,Room 10,250.44,275.48,1.45,16
9775,Room 11,110.94,122.03,0.96,11
9775,TOTAL,12433.51,13676.86,30.52,339
