blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
4548,Room 1,371.79,408.97,1.76,20
4548,Room 2,1144.22,1258.64,3.09,34
4548,Room 3,1419.36,1561.3,3.44,38
4548,Room 4,3950.62,4345.68,5.75,63
4548,Room 5,2561.97,2818.16,4.63,51
4548,Room 6,423.5,465.85,1.88,21
4548,Room 7,115.99,127.58,0.98,11
4548,Room 8,1382.29,1520.52,3.4,38
4548,Room 9,1057.48,1163.23,2.97,33
4548,Room 10,1181.47,1299.62,3.14,35
4548,Room 11,1149.02,1263.92,3.1,34
4548,Room 12,2383.23,2621.56,4.46,49
4548,Room 13,1075.85,1183.44,3.0,33
4548,Room 14,1531.91,1685.11,3.58,40
4548,TOTAL,19748.7,21723.57,45.2,500
