blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
4693,Room 2,1624.64,1787.1,3.69,41
4693,Room 4,707.92,778.71,2.43,27
4693,Room 6,4002.54,4402.79,5.78,64
4693,Room 7,889.41,978.35,2.73,30
4693,Room 8,2503.89,2754.28,4.57,51
4693,Room 9,988.33,1087.17,2.87,32
4693,Room 10,437.81,481.6,1.91,21
4693,Room 11,840.23,924.26,2.65,29
4693,Room 12,555.61,611.17,2.16,24
4693,Room 13,884.95,973.44,2.72,30
4693,Room 14,1206.56,1327.21,3.18,35
4693,Room 15,956.18,1051.8,2.83,31
4693,Room 16,1372.46,1509.71,3.39,38
4693,Room 17,1007.17,1107.88,2.9,32
4693,Room 18,1017.65,1119.42,2.92,32
4693,Room 19,2840.31,3124.34,4.87,54
4693,Room 20,7945.19,8739.71,8.15,90
4693,TOTAL,29780.87,32758.96,59.75,661
