blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
6603,Room 1,774.39,851.83,2.54,28
6603,Room 2,888.9,977.79,2.73,30
6603,Room 3,1385.58,1524.14,3.4,38
6603,Room 4,3556.21,3911.83,5.45,60
6603,Room 5,562.63,618.89,2.17,24
6603,Room 6,1205.14,1325.65,3.17,35
6603,Room 7,1053.77,1159.14,2.97,33
6603,Room 8,2012.05,2213.26,4.1,45
6603,Room 9,1489.63,1638.59,3.53,39
6603,Room 10,499.14,549.05,2.04,23
6603,Room 11,2785.09,3063.59,4.83,53
6603,Room 12,1235.48,1359.02,3.21,36
6603,Room 13,1349.51,1484.46,3.36,37
6603,Room 14,1709.62,1880.58,3.78,42
6603,TOTAL,20507.12,22557.83,47.29,523
