blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
13344,Room 1,2902.64,3192.9,4.93,54
13344,Room 2,1394.93,1534.42,3.41,38
13344,Room 3,2076.23,2283.85,4.17,46
13344,Room 4,1886.91,2075.6,3.97,44
13344,Room 5,1560.46,1716.5,3.61,40
13344,Room 6,1424.49,1566.94,3.45,38
13344,Room 7,565.88,622.47,2.17,24
13344,Room 8,1290.47,1419.52,3.28,36
13344,Room 9,594.07,653.48,2.23,25
13344,Room 10,2498.48,2748.33,4.57,50
13344,Room 11,1556.66,1712.33,3.61,40
13344,Room 15,104.36,114.8,0.93,11
13344,Room 17,708.1,778.91,2.43,27
13344,TOTAL,18563.66,20420.03,42.77,473
