blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
8612,Room 1,1007.33,1108.06,2.9,32
8612,Room 2,5504.47,6054.92,6.78,75
8612,Room 3,2702.47,2972.72,4.75,52
8612,Room 4,1119.39,1231.33,3.06,34
8612,Room 5,711.27,782.4,2.44,27
8612,Room 6,1708.99,1879.89,3.78,42
8612,Room 7,1373.89,1511.28,3.39,38
8612,Room 8,2670.91,2938.0,4.73,52
8612,Room 9,2129.71,2342.68,4.22,47
8612,Room 11,63.42,69.76,0.73,8
8612,Room 12,978.8,1076.68,2.86,32
8612,TOTAL,19970.65,21967.72,39.64,439
