blueprint,room,area_sqft,flooring_sqft,paint_gallons,drywall_sheets
8507,Room 1,2629.77,2892.75,4.69,52
8507,Room 2,2099.21,2309.13,4.19,46
8507,Room 3,4727.95,5200.75,6.29,69
8507,Room 4,1031.24,1134.36,2.94,33
8507,Room 5,705.31,775.84,2.43,27
8507,Room 6,2932.96,3226.26,4.95,55
8507,Room 7,1751.05,1926.16,3.83,42
8507,Room 8,1231.55,1354.7,3.21,36
8507,Room 9,639.6,703.56,2.31,26
8507,Room 10,454.45,499.89,1.95,22
8507,Room 11,1215.72,1337.29,3.19,35
8507,Room 12,1660.16,1826.17,3.73,41
8507,TOTAL,21078.96,23186.86,43.69,484
